DisplayMFL,DisplayFacilityName,DisplaySubcounty,DisplayCounty,DisplayMechanism,DisplayAgency,UploadStatus,UploadDate,Upload_monthYear,SiteCode,MPI_SiteCode,UploadDate_MPI,Upload_monthYear_MPI
10199,Gaichanjiru Hospital,Kandara,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,02/03/2021,Feb-21,10199,10199,02/03/2021,Feb-21
10210,Gatei Dispensary,Mathira East,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,02/02/2021,Feb-21,10210,10210,02/02/2021,Feb-21
10210,Gatei Dispensary,Mathira East,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,06/04/2020,Jun-20,10210,NULL,NULL,NULL
10210,Gatei Dispensary,Mathira East,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,09/30/2020,Sep-20,10210,NULL,NULL,NULL
10210,Gatei Dispensary,Mathira East,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,06/02/2021,Jun-21,10210,10210,06/02/2021,Jun-21
10210,Gatei Dispensary,Mathira East,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,01/11/2021,Jan-21,10210,10210,01/11/2021,Jan-21
10210,Gatei Dispensary,Mathira East,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,04/02/2021,Apr-21,10210,10210,04/02/2021,Apr-21
10210,Gatei Dispensary,Mathira East,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,08/05/2020,Aug-20,10210,NULL,NULL,NULL
10210,Gatei Dispensary,Mathira East,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,11/11/2020,Nov-20,10210,NULL,NULL,NULL
10210,Gatei Dispensary,Mathira East,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,03/05/2021,Mar-21,10210,NULL,NULL,NULL
10210,Gatei Dispensary,Mathira East,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,12/11/2020,Dec-20,10210,10210,12/11/2020,Dec-20
10210,Gatei Dispensary,Mathira East,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,07/06/2020,Jul-20,10210,NULL,NULL,NULL
10221,Gatithi Dispensary,Kirinyaga West,KIRINYAGA,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,01/04/2021,Jan-21,10221,NULL,NULL,NULL
10221,Gatithi Dispensary,Kirinyaga West,KIRINYAGA,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,06/03/2020,Jun-20,10221,NULL,NULL,NULL
10221,Gatithi Dispensary,Kirinyaga West,KIRINYAGA,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,09/01/2020,Sep-20,10221,NULL,NULL,NULL
10221,Gatithi Dispensary,Kirinyaga West,KIRINYAGA,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,02/04/2021,Feb-21,10221,NULL,NULL,NULL
10221,Gatithi Dispensary,Kirinyaga West,KIRINYAGA,CHAK CHAP UZIMA,CDC,Both Care & Treatment + PKV(MPI) uploaded,06/08/2021,Jun-21,10221,10221,06/08/2021,Jun-21
10221,Gatithi Dispensary,Kirinyaga West,KIRINYAGA,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,10/01/2020,Oct-20,10221,NULL,NULL,NULL
10221,Gatithi Dispensary,Kirinyaga West,KIRINYAGA,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,03/04/2021,Mar-21,10221,NULL,NULL,NULL
10221,Gatithi Dispensary,Kirinyaga West,KIRINYAGA,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,11/03/2020,Nov-20,10221,NULL,NULL,NULL
10221,Gatithi Dispensary,Kirinyaga West,KIRINYAGA,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,07/02/2020,Jul-20,10221,NULL,NULL,NULL
10221,Gatithi Dispensary,Kirinyaga West,KIRINYAGA,CHAK CHAP UZIMA,CDC,Both Care & Treatment + PKV(MPI) uploaded,05/06/2021,May-21,10221,10221,05/06/2021,May-21
10221,Gatithi Dispensary,Kirinyaga West,KIRINYAGA,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,08/04/2020,Aug-20,10221,NULL,NULL,NULL
10221,Gatithi Dispensary,Kirinyaga West,KIRINYAGA,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,12/01/2020,Dec-20,10221,NULL,NULL,NULL
10233,Gatundu District Hospital,Gatundu South,KIAMBU,UON CRISSP PLUS,CDC,Only Care & Treatment Uploaded,11/06/2020,Nov-20,10233,NULL,NULL,NULL
10233,Gatundu District Hospital,Gatundu South,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,02/10/2021,Feb-21,10233,10233,02/10/2021,Feb-21
10233,Gatundu District Hospital,Gatundu South,KIAMBU,UON CRISSP PLUS,CDC,Only Care & Treatment Uploaded,09/08/2020,Sep-20,10233,NULL,NULL,NULL
10233,Gatundu District Hospital,Gatundu South,KIAMBU,UON CRISSP PLUS,CDC,Only Care & Treatment Uploaded,05/13/2021,May-21,10233,NULL,NULL,NULL
10233,Gatundu District Hospital,Gatundu South,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,06/04/2021,Jun-21,10233,10233,06/04/2021,Jun-21
10233,Gatundu District Hospital,Gatundu South,KIAMBU,UON CRISSP PLUS,CDC,Only Care & Treatment Uploaded,07/16/2020,Jul-20,10233,NULL,NULL,NULL
10233,Gatundu District Hospital,Gatundu South,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,03/12/2021,Mar-21,10233,10233,03/12/2021,Mar-21
10233,Gatundu District Hospital,Gatundu South,KIAMBU,UON CRISSP PLUS,CDC,Only Care & Treatment Uploaded,08/10/2020,Aug-20,10233,NULL,NULL,NULL
10233,Gatundu District Hospital,Gatundu South,KIAMBU,UON CRISSP PLUS,CDC,Only Care & Treatment Uploaded,04/23/2021,Apr-21,10233,NULL,NULL,NULL
10233,Gatundu District Hospital,Gatundu South,KIAMBU,UON CRISSP PLUS,CDC,Only Care & Treatment Uploaded,01/15/2021,Jan-21,10233,NULL,NULL,NULL
10234,Gatunyu Dispensary,Gatanga,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,04/01/2021,Apr-21,10234,10234,04/01/2021,Apr-21
10234,Gatunyu Dispensary,Gatanga,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,05/03/2021,May-21,10234,10234,05/03/2021,May-21
10234,Gatunyu Dispensary,Gatanga,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,06/01/2021,Jun-21,10234,10234,06/01/2021,Jun-21
10234,Gatunyu Dispensary,Gatanga,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,08/10/2020,Aug-20,10234,10234,08/10/2020,Aug-20
10234,Gatunyu Dispensary,Gatanga,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,01/06/2021,Jan-21,10234,10234,01/06/2021,Jan-21
10234,Gatunyu Dispensary,Gatanga,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,11/09/2020,Nov-20,10234,10234,11/09/2020,Nov-20
10234,Gatunyu Dispensary,Gatanga,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,10/05/2020,Oct-20,10234,NULL,NULL,NULL
10234,Gatunyu Dispensary,Gatanga,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,02/03/2021,Feb-21,10234,10234,02/03/2021,Feb-21
10234,Gatunyu Dispensary,Gatanga,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,06/30/2020,Jun-20,10234,NULL,NULL,NULL
10234,Gatunyu Dispensary,Gatanga,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,03/03/2021,Mar-21,10234,10234,03/03/2021,Mar-21
10234,Gatunyu Dispensary,Gatanga,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,09/02/2020,Sep-20,10234,NULL,NULL,NULL
10236,Gatura Healh Centre,Gatanga,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,08/05/2020,Aug-20,10236,NULL,NULL,NULL
10236,Gatura Healh Centre,Gatanga,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,07/03/2020,Jul-20,10236,NULL,NULL,NULL
10236,Gatura Healh Centre,Gatanga,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,01/05/2021,Jan-21,10236,10236,01/05/2021,Jan-21
10236,Gatura Healh Centre,Gatanga,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,04/02/2021,Apr-21,10236,10236,04/02/2021,Apr-21
10236,Gatura Healh Centre,Gatanga,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,05/03/2021,May-21,10236,10236,05/03/2021,May-21
10236,Gatura Healh Centre,Gatanga,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,03/01/2021,Mar-21,10236,10236,03/01/2021,Mar-21
10236,Gatura Healh Centre,Gatanga,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,09/30/2020,Sep-20,10236,NULL,NULL,NULL
10236,Gatura Healh Centre,Gatanga,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,02/03/2021,Feb-21,10236,10236,02/03/2021,Feb-21
10236,Gatura Healh Centre,Gatanga,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,06/01/2021,Jun-21,10236,10236,06/01/2021,Jun-21
10236,Gatura Healh Centre,Gatanga,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,06/03/2020,Jun-20,10236,NULL,NULL,NULL
10249,Gichiche Health Centre,Nyeri South,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,05/05/2021,May-21,10249,10249,05/05/2021,May-21
10249,Gichiche Health Centre,Nyeri South,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,09/30/2020,Sep-20,10249,NULL,NULL,NULL
10249,Gichiche Health Centre,Nyeri South,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,04/05/2021,Apr-21,10249,10249,04/05/2021,Apr-21
10249,Gichiche Health Centre,Nyeri South,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,12/15/2020,Dec-20,10249,10249,12/15/2020,Dec-20
10249,Gichiche Health Centre,Nyeri South,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,08/05/2020,Aug-20,10249,NULL,NULL,NULL
10249,Gichiche Health Centre,Nyeri South,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,01/12/2021,Jan-21,10249,10249,01/12/2021,Jan-21
10249,Gichiche Health Centre,Nyeri South,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,11/11/2020,Nov-20,10249,NULL,NULL,NULL
10249,Gichiche Health Centre,Nyeri South,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,02/04/2021,Feb-21,10249,10249,02/04/2021,Feb-21
10249,Gichiche Health Centre,Nyeri South,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,03/04/2021,Mar-21,10249,10249,03/04/2021,Mar-21
10249,Gichiche Health Centre,Nyeri South,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,06/01/2021,Jun-21,10249,10249,06/01/2021,Jun-21
10249,Gichiche Health Centre,Nyeri South,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,06/04/2020,Jun-20,10249,NULL,NULL,NULL
10249,Gichiche Health Centre,Nyeri South,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,07/05/2020,Jul-20,10249,NULL,NULL,NULL
10251,Gichira Health Centre,Tetu,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,04/05/2021,Apr-21,10251,10251,04/05/2021,Apr-21
10251,Gichira Health Centre,Tetu,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,06/03/2020,Jun-20,10251,NULL,NULL,NULL
10251,Gichira Health Centre,Tetu,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,03/04/2021,Mar-21,10251,10251,03/04/2021,Mar-21
10251,Gichira Health Centre,Tetu,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,02/03/2021,Feb-21,10251,10251,02/03/2021,Feb-21
10251,Gichira Health Centre,Tetu,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,08/08/2020,Aug-20,10251,NULL,NULL,NULL
10251,Gichira Health Centre,Tetu,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,01/07/2021,Jan-21,10251,10251,01/07/2021,Jan-21
10251,Gichira Health Centre,Tetu,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,07/03/2020,Jul-20,10251,NULL,NULL,NULL
10251,Gichira Health Centre,Tetu,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,09/30/2020,Sep-20,10251,NULL,NULL,NULL
10251,Gichira Health Centre,Tetu,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,11/10/2020,Nov-20,10251,NULL,NULL,NULL
10251,Gichira Health Centre,Tetu,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,06/01/2021,Jun-21,10251,10251,06/01/2021,Jun-21
10256,Gikui Health Centre,Kangema,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,05/04/2021,May-21,10256,10256,05/04/2021,May-21
10256,Gikui Health Centre,Kangema,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,08/10/2020,Aug-20,10256,10256,08/10/2020,Aug-20
10256,Gikui Health Centre,Kangema,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,09/04/2020,Sep-20,10256,NULL,NULL,NULL
10256,Gikui Health Centre,Kangema,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,06/05/2021,Jun-21,10256,10256,06/05/2021,Jun-21
10256,Gikui Health Centre,Kangema,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,03/03/2021,Mar-21,10256,10256,03/03/2021,Mar-21
10256,Gikui Health Centre,Kangema,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,01/07/2021,Jan-21,10256,NULL,NULL,NULL
10256,Gikui Health Centre,Kangema,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,02/04/2021,Feb-21,10256,10256,02/04/2021,Feb-21
10256,Gikui Health Centre,Kangema,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,12/09/2020,Dec-20,10256,10256,12/09/2020,Dec-20
10256,Gikui Health Centre,Kangema,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,04/05/2021,Apr-21,10256,10256,04/05/2021,Apr-21
10256,Gikui Health Centre,Kangema,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,11/04/2020,Nov-20,10256,NULL,NULL,NULL
10256,Gikui Health Centre,Kangema,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,06/29/2020,Jun-20,10256,NULL,NULL,NULL
10256,Gikui Health Centre,Kangema,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,10/05/2020,Oct-20,10256,NULL,NULL,NULL
10263,Githiga Health Centre,Githunguri,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,02/09/2021,Feb-21,10263,10263,02/09/2021,Feb-21
10263,Githiga Health Centre,Githunguri,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,06/03/2021,Jun-21,10263,10263,06/03/2021,Jun-21
10263,Githiga Health Centre,Githunguri,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,07/16/2020,Jul-20,10263,10263,07/16/2020,Jul-20
10263,Githiga Health Centre,Githunguri,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,05/04/2021,May-21,10263,10263,05/04/2021,May-21
10263,Githiga Health Centre,Githunguri,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,10/05/2020,Oct-20,10263,10263,10/05/2020,Oct-20
10263,Githiga Health Centre,Githunguri,KIAMBU,UON CRISSP PLUS,CDC,Only Care & Treatment Uploaded,08/11/2020,Aug-20,10263,NULL,NULL,NULL
10267,Githumu Hospital,Kandara,MURANG'A,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,07/06/2020,Jul-20,10267,NULL,NULL,NULL
10267,Githumu Hospital,Kandara,MURANG'A,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,09/01/2020,Sep-20,10267,NULL,NULL,NULL
10267,Githumu Hospital,Kandara,MURANG'A,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,01/15/2021,Jan-21,10267,NULL,NULL,NULL
10267,Githumu Hospital,Kandara,MURANG'A,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,03/04/2021,Mar-21,10267,NULL,NULL,NULL
10267,Githumu Hospital,Kandara,MURANG'A,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,10/06/2020,Oct-20,10267,NULL,NULL,NULL
10267,Githumu Hospital,Kandara,MURANG'A,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,06/04/2020,Jun-20,10267,NULL,NULL,NULL
10267,Githumu Hospital,Kandara,MURANG'A,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,02/10/2021,Feb-21,10267,NULL,NULL,NULL
10267,Githumu Hospital,Kandara,MURANG'A,CHAK CHAP UZIMA,CDC,Both Care & Treatment + PKV(MPI) uploaded,06/08/2021,Jun-21,10267,10267,06/08/2021,Jun-21
10267,Githumu Hospital,Kandara,MURANG'A,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,05/05/2021,May-21,10267,NULL,NULL,NULL
10267,Githumu Hospital,Kandara,MURANG'A,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,08/03/2020,Aug-20,10267,NULL,NULL,NULL
10267,Githumu Hospital,Kandara,MURANG'A,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,11/04/2020,Nov-20,10267,NULL,NULL,NULL
10267,Githumu Hospital,Kandara,MURANG'A,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,04/08/2021,Apr-21,10267,NULL,NULL,NULL
10286,GK Prison Dispensary (Kingongo),Nyeri Central,NYERI,LVCT PRISONS,CDC,Only Care & Treatment Uploaded,10/08/2020,Oct-20,10286,NULL,NULL,NULL
10286,GK Prison Dispensary (Kingongo),Nyeri Central,NYERI,LVCT PRISONS,CDC,Only Care & Treatment Uploaded,12/08/2020,Dec-20,10286,NULL,NULL,NULL
10312,Heni Health Centre,Kinangop,NYANDARUA,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,02/04/2021,Feb-21,10312,10312,02/04/2021,Feb-21
10312,Heni Health Centre,Kinangop,NYANDARUA,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,05/04/2021,May-21,10312,10312,05/04/2021,May-21
10312,Heni Health Centre,Kinangop,NYANDARUA,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,06/03/2020,Jun-20,10312,NULL,NULL,NULL
10312,Heni Health Centre,Kinangop,NYANDARUA,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,07/05/2020,Jul-20,10312,NULL,NULL,NULL
10312,Heni Health Centre,Kinangop,NYANDARUA,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,01/10/2021,Jan-21,10312,10312,01/10/2021,Jan-21
10312,Heni Health Centre,Kinangop,NYANDARUA,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,11/12/2020,Nov-20,10312,NULL,NULL,NULL
10312,Heni Health Centre,Kinangop,NYANDARUA,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,06/04/2021,Jun-21,10312,10312,06/04/2021,Jun-21
10312,Heni Health Centre,Kinangop,NYANDARUA,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,04/01/2021,Apr-21,10312,NULL,NULL,NULL
10312,Heni Health Centre,Kinangop,NYANDARUA,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,09/30/2020,Sep-20,10312,NULL,NULL,NULL
10312,Heni Health Centre,Kinangop,NYANDARUA,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,12/09/2020,Dec-20,10312,10312,12/09/2020,Dec-20
10312,Heni Health Centre,Kinangop,NYANDARUA,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,08/05/2020,Aug-20,10312,NULL,NULL,NULL
10312,Heni Health Centre,Kinangop,NYANDARUA,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,03/01/2021,Mar-21,10312,NULL,NULL,NULL
10338,Igegania Sub-District Hospital,Gatundu North,KIAMBU,UON CRISSP PLUS,CDC,Only Care & Treatment Uploaded,08/19/2020,Aug-20,10338,NULL,NULL,NULL
10338,Igegania Sub-District Hospital,Gatundu North,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,06/02/2021,Jun-21,10338,10338,06/02/2021,Jun-21
10338,Igegania Sub-District Hospital,Gatundu North,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,02/08/2021,Feb-21,10338,10338,02/08/2021,Feb-21
10338,Igegania Sub-District Hospital,Gatundu North,KIAMBU,UON CRISSP PLUS,CDC,Only Care & Treatment Uploaded,01/18/2021,Jan-21,10338,NULL,NULL,NULL
10349,Immaculate Heart of Mary Hospital,Thika Town,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,03/09/2021,Mar-21,10349,10349,03/09/2021,Mar-21
10349,Immaculate Heart of Mary Hospital,Thika Town,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,08/13/2020,Aug-20,10349,10349,08/13/2020,Aug-20
10349,Immaculate Heart of Mary Hospital,Thika Town,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,06/04/2021,Jun-21,10349,10349,06/04/2021,Jun-21
10349,Immaculate Heart of Mary Hospital,Thika Town,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,12/08/2020,Dec-20,10349,10349,12/08/2020,Dec-20
10349,Immaculate Heart of Mary Hospital,Thika Town,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,09/17/2020,Sep-20,10349,10349,09/17/2020,Sep-20
10349,Immaculate Heart of Mary Hospital,Thika Town,KIAMBU,UON CRISSP PLUS,CDC,Only Care & Treatment Uploaded,02/19/2021,Feb-21,10349,NULL,NULL,NULL
10349,Immaculate Heart of Mary Hospital,Thika Town,KIAMBU,UON CRISSP PLUS,CDC,Only Care & Treatment Uploaded,05/07/2021,May-21,10349,NULL,NULL,NULL
10349,Immaculate Heart of Mary Hospital,Thika Town,KIAMBU,UON CRISSP PLUS,CDC,Only Care & Treatment Uploaded,10/05/2020,Oct-20,10349,NULL,NULL,NULL
10349,Immaculate Heart of Mary Hospital,Thika Town,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,01/13/2021,Jan-21,10349,10349,01/13/2021,Jan-21
10355,Island Farms Dispensary,Kieni East,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,02/04/2021,Feb-21,10355,10355,02/04/2021,Feb-21
10355,Island Farms Dispensary,Kieni East,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,05/31/2021,May-21,10355,10355,05/31/2021,May-21
10355,Island Farms Dispensary,Kieni East,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,06/03/2020,Jun-20,10355,NULL,NULL,NULL
10355,Island Farms Dispensary,Kieni East,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,11/11/2020,Nov-20,10355,NULL,NULL,NULL
10355,Island Farms Dispensary,Kieni East,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,01/10/2021,Jan-21,10355,10355,01/10/2021,Jan-21
10355,Island Farms Dispensary,Kieni East,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,12/16/2020,Dec-20,10355,10355,12/16/2020,Dec-20
10355,Island Farms Dispensary,Kieni East,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,04/06/2021,Apr-21,10355,10355,04/06/2021,Apr-21
10355,Island Farms Dispensary,Kieni East,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,09/30/2020,Sep-20,10355,NULL,NULL,NULL
10355,Island Farms Dispensary,Kieni East,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,03/05/2021,Mar-21,10355,NULL,NULL,NULL
10355,Island Farms Dispensary,Kieni East,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,07/13/2020,Jul-20,10355,NULL,NULL,NULL
10355,Island Farms Dispensary,Kieni East,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,08/05/2020,Aug-20,10355,NULL,NULL,NULL
10357,Ithanga Health Centre,Gatanga,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,05/03/2021,May-21,10357,10357,05/03/2021,May-21
10357,Ithanga Health Centre,Gatanga,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,06/17/2020,Jun-20,10357,NULL,NULL,NULL
